stage_number,stage_name,agent_id,r2_score,mse,rmse,mae,avg_uncertainty,coverage,training_data_size
14,dac,3,0.8107586994468977,0.23830139636993408,0.4881612401347879,0.41249701380729675,0.40946197509765625,0.621666669845581,660
15,retrain,0,0.6969607300983149,0.3816010653972626,0.6177386707963672,0.4552661180496216,0.3373323380947113,0.6549999713897705,706
15,retrain,1,0.8311936732819312,0.2125687301158905,0.4610517651152531,0.32744044065475464,0.37026330828666687,0.6933333277702332,720
15,retrain,2,0.24853835892957155,0.9462752342224121,0.9727667933386769,0.670396625995636,0.22599047422409058,0.3050000071525574,720
15,retrain,3,0.9075652275570939,0.11639814078807831,0.34117171745043334,0.2567507028579712,0.3840218484401703,0.7250000238418579,690
16,dac,0,0.7527806199843463,0.3113100826740265,0.5579516848921836,0.4364185035228729,0.3373323380947113,0.6116666793823242,706
16,dac,1,0.8270576717135096,0.21777696907520294,0.4666658001988178,0.39193350076675415,0.37026330828666687,0.57833331823349,720
16,dac,2,0.3748237120458765,0.7872508764266968,0.8872715911301887,0.6623690128326416,0.22599047422409058,0.2316666692495346,720
16,dac,3,0.8116886290512588,0.23713038861751556,0.48696035630995216,0.4131491184234619,0.3840218484401703,0.6083333492279053,690
17,retrain,0,0.7527806199843463,0.3113100826740265,0.5579516848921836,0.4364185035228729,0.3373323380947113,0.6116666793823242,706
17,retrain,1,0.8353264940330679,0.20736448466777802,0.4553729072614861,0.32377293705940247,0.3503447473049164,0.67166668176651,744
17,retrain,2,0.2581072267135943,0.9342256784439087,0.9665535052152616,0.6710128784179688,0.22593368589878082,0.3016666769981384,724
17,retrain,3,0.8116886290512588,0.23713038861751556,0.48696035630995216,0.4131491184234619,0.3840218484401703,0.6083333492279053,690
18,dac,0,0.7329691368262585,0.33625760674476624,0.5798772342011421,0.4603287875652313,0.3373323380947113,0.5833333134651184,706
18,dac,1,0.8232610280069412,0.2225578874349594,0.471760413170668,0.38954493403434753,0.3503447473049164,0.5683333277702332,744
18,dac,2,0.3615401747607343,0.8039781451225281,0.8966482839567185,0.6688299179077148,0.22593368589878082,0.2316666692495346,724
18,dac,3,0.7650792550641834,0.2958230674266815,0.5438961917743877,0.4610593616962433,0.3840218484401703,0.5849999785423279,690
19,final,0,0.7133555307967709,0.36095595359802246,0.6007960998525393,0.4731418490409851,0.3373323380947113,0.5666666626930237,706
19,final,1,0.8166757466402116,0.23085036873817444,0.4804689050689695,0.4013880789279938,0.3503447473049164,0.5666666626930237,744
19,final,2,0.37355182943667165,0.7888525128364563,0.8881736951950651,0.6711275577545166,0.22593368589878082,0.20999999344348907,724
19,final,3,0.7738810914801474,0.2847393751144409,0.5336097592008985,0.44923877716064453,0.3840218484401703,0.5983333587646484,690
