timestamp,experiment_name,stage_number,stage_name,agent_id,agent_name,mse,mae,rmse,r2_score,max_error,avg_prediction_uncertainty,coverage_95,num_test_samples,num_finite_samples,training_data_size,predictions_mean,predictions_std,observed_values_mean,observed_values_std,evaluation_type,true_mse,true_mae,true_r2_score,true_coverage_95,experiment_type,consensus_method,function_type,stage_type,cycle
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,1,initial,0,Agent_1,11.226302146911621,2.5532546043395996,3.3505674365563247,-3.3469732419919778,8.510306358337402,0.7348945736885071,0.2762500047683716,800,800,400,1.4502350091934204,1.6396018266677856,3.9333155155181885,1.6080386638641357,standard,11.17623519897461,2.5414047241210938,-3.3545070196072126,0.29249998927116394,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,initial,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,1,initial,1,Agent_2,7.844847202301025,2.077303886413574,2.800865438092488,-2.037628980478106,7.4580769538879395,0.800998330116272,0.36000001430511475,800,800,400,2.5731749534606934,2.027764320373535,3.9333155155181885,1.6080386638641357,standard,7.798292636871338,2.0693702697753906,-2.0383863504692514,0.3499999940395355,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,initial,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,1,initial,2,Agent_3,4.775919437408447,1.4964120388031006,2.1853877087163385,-0.8492993812628216,6.4232635498046875,0.7957448363304138,0.5712500214576721,800,800,400,2.7667195796966553,1.681286096572876,3.9333155155181885,1.6080386638641357,standard,4.758737087249756,1.487280249595642,-0.8541086344674507,0.5649999976158142,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,initial,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,1,initial,3,Agent_4,4.193337440490723,1.5983068943023682,2.047764009960797,-0.6237158671333709,6.892717361450195,0.8546518683433533,0.5475000143051147,800,800,400,2.597944736480713,2.1275205612182617,3.9333155155181885,1.6080386638641357,standard,4.19836950302124,1.599592685699463,-0.6357770436614907,0.5387499928474426,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,initial,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,2,dac,0,Agent_1,5.773624897003174,1.976467490196228,2.402836843608649,-1.2356241403161743,6.5720014572143555,0.7348945736885071,0.26875001192092896,800,800,400,2.0554392337799072,1.145548939704895,3.9333155155181885,1.6080386638641357,standard,5.7416253089904785,1.9742399454116821,-1.2370634810965169,0.2512499988079071,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,dac,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,2,dac,1,Agent_2,4.662428855895996,1.7213647365570068,2.159265814089594,-0.8053543152543277,6.294384002685547,0.800998330116272,0.5137500166893005,800,800,400,2.436100482940674,1.3151977062225342,3.9333155155181885,1.6080386638641357,standard,4.635861396789551,1.719728946685791,-0.8062335712854989,0.5224999785423279,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,dac,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,2,dac,2,Agent_3,4.88338041305542,1.7717779874801636,2.2098371915268826,-0.890909681740492,6.346402168273926,0.7957448363304138,0.45625001192092896,800,800,400,2.341620683670044,1.2677360773086548,3.9333155155181885,1.6080386638641357,standard,4.855648040771484,1.7706512212753296,-0.8918671760862977,0.45750001072883606,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,dac,
2025-07-26 13:23:11,Weighted_DAC_PoE_multimodal,2,dac,3,Agent_4,4.617954254150391,1.7112030982971191,2.1489425897753507,-0.7881332038124294,6.248286247253418,0.8546518683433533,0.5487499833106995,800,800,400,2.463709831237793,1.3612192869186401,3.9333155155181885,1.6080386638641357,standard,4.591838836669922,1.707552194595337,-0.7890813099192397,0.5475000143051147,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,dac,
2025-07-26 13:23:20,Weighted_DAC_PoE_multimodal,3,retrain,0,Agent_1,7.048038959503174,1.9635016918182373,2.654814298496822,-1.7290941705175547,8.0330171585083,0.7670632004737854,0.42625001072883606,800,800,480,2.013711929321289,1.4470134973526,3.9333155155181885,1.6080386638641357,standard,7.012698173522949,1.9346795082092285,-1.7323014676207085,0.5037500262260437,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,retrain,1.0
2025-07-26 13:23:20,Weighted_DAC_PoE_multimodal,3,retrain,1,Agent_2,2.9338924884796143,1.2079243659973145,1.7128609075110606,-0.13604210092897495,6.694613933563232,0.8413088917732239,0.6462500095367432,800,800,480,2.845179796218872,1.6889151334762573,3.9333155155181885,1.6080386638641357,standard,2.900533437728882,1.1951028108596802,-0.1301116037215404,0.6662499904632568,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,retrain,1.0
2025-07-26 13:23:20,Weighted_DAC_PoE_multimodal,3,retrain,2,Agent_3,3.088446855545044,1.2617459297180176,1.7573977510925192,-0.19588763157440292,5.976958274841309,0.9088544249534607,0.8462499976158142,800,800,480,2.7181992530822754,1.838493824005127,3.9333155155181885,1.6080386638641357,standard,3.0805444717407227,1.2465262413024902,-0.20024784181200372,0.875,Weighted_DAC_PoE,weighted_poe_enhanced,multimodal,retrain,1.0
